candidate_x,candidate_y,candidate_z,count
Amy Klobuchar,John Hickenlooper,Seth Moulton,162
Andrew Yang,Jay Inslee,Steve Bullock,162
Beto O'Rourke,Kirsten Gillibrand,Tim Ryan,161
Joe Biden,John Hickenlooper,Steve Bullock,161
Elizabeth Warren,Joe Biden,John Delaney,161
Andrew Yang,Cory Booker,John Hickenlooper,160
Cory Booker,John Hickenlooper,Seth Moulton,160
Joe Biden,Marianne Williamson,Michael Bennet,159
Bill de Blasio,Elizabeth Warren,Jay Inslee,159
Andrew Yang,John Hickenlooper,Kamala Harris,159
Andrew Yang,Beto O'Rourke,Marianne Williamson,159
Eric Swalwell,Marianne Williamson,Michael Bennet,159
Andrew Yang,Jay Inslee,Seth Moulton,159
Beto O'Rourke,Elizabeth Warren,Mike Gravel,158
John Hickenlooper,Kirsten Gillibrand,Seth Moulton,158
Beto O'Rourke,Eric Swalwell,Tim Ryan,158
Andrew Yang,Eric Swalwell,Michael Bennet,158
Elizabeth Warren,John Hickenlooper,Seth Moulton,158
Andrew Yang,Julián Castro,Mike Gravel,157
Kirsten Gillibrand,Marianne Williamson,Seth Moulton,157
Beto O'Rourke,Marianne Williamson,Tulsi Gabbard,156
Eric Swalwell,John Delaney,Julián Castro,156
Beto O'Rourke,Joe Biden,Tulsi Gabbard,155
Bill de Blasio,Cory Booker,Pete Buttigieg,155
Bernie Sanders,John Delaney,Pete Buttigieg,155
Andrew Yang,Elizabeth Warren,Tim Ryan,154
Eric Swalwell,Joe Biden,Tim Ryan,154
Jay Inslee,Marianne Williamson,Tim Ryan,154
John Hickenlooper,Kirsten Gillibrand,Steve Bullock,154
Bernie Sanders,Eric Swalwell,Marianne Williamson,154
John Delaney,John Hickenlooper,Pete Buttigieg,153
Bernie Sanders,Beto O'Rourke,Mike Gravel,153
Bernie Sanders,Joe Biden,John Hickenlooper,153
Elizabeth Warren,John Hickenlooper,Tulsi Gabbard,153
Jay Inslee,John Hickenlooper,Tulsi Gabbard,153
Andrew Yang,Jay Inslee,Tim Ryan,152
Joe Biden,Steve Bullock,Tim Ryan,151
Cory Booker,John Delaney,Michael Bennet,151
Andrew Yang,Beto O'Rourke,Eric Swalwell,150
Cory Booker,Joe Biden,John Delaney,150
John Delaney,Michael Bennet,Steve Bullock,150
Bernie Sanders,Steve Bullock,Tulsi Gabbard,150
Beto O'Rourke,Mike Gravel,Pete Buttigieg,150
Jay Inslee,Steve Bullock,Tulsi Gabbard,150
Bernie Sanders,Tim Ryan,Tulsi Gabbard,149
Cory Booker,Seth Moulton,Tim Ryan,149
Jay Inslee,Joe Biden,John Delaney,149
Cory Booker,Marianne Williamson,Seth Moulton,149
John Hickenlooper,Pete Buttigieg,Tim Ryan,148
Jay Inslee,Marianne Williamson,Steve Bullock,148
Eric Swalwell,Kirsten Gillibrand,Tulsi Gabbard,148
Joe Biden,Kirsten Gillibrand,Tulsi Gabbard,148
Eric Swalwell,Jay Inslee,John Delaney,148
Kirsten Gillibrand,Michael Bennet,Tulsi Gabbard,148
Bernie Sanders,Eric Swalwell,Steve Bullock,147
Beto O'Rourke,Joe Biden,John Delaney,147
Kirsten Gillibrand,Mike Gravel,Tulsi Gabbard,147
John Hickenlooper,Julián Castro,Tulsi Gabbard,147
Amy Klobuchar,John Hickenlooper,Tim Ryan,147
Kirsten Gillibrand,Seth Moulton,Tim Ryan,147
Amy Klobuchar,Eric Swalwell,Tulsi Gabbard,147
Beto O'Rourke,Jay Inslee,John Delaney,146
Beto O'Rourke,Cory Booker,John Delaney,146
Eric Swalwell,Seth Moulton,Tim Ryan,146
Cory Booker,Eric Swalwell,Tulsi Gabbard,146
Cory Booker,Michael Bennet,Tulsi Gabbard,145
Amy Klobuchar,Seth Moulton,Tim Ryan,145
Andrew Yang,Joe Biden,Michael Bennet,145
Pete Buttigieg,Steve Bullock,Tulsi Gabbard,145
Andrew Yang,Julián Castro,Seth Moulton,145
Cory Booker,Julián Castro,Mike Gravel,145
John Hickenlooper,Julián Castro,Tim Ryan,144
John Hickenlooper,Michael Bennet,Tim Ryan,144
Beto O'Rourke,Marianne Williamson,Michael Bennet,144
Elizabeth Warren,Julián Castro,Wayne Messam,144
Beto O'Rourke,Eric Swalwell,John Hickenlooper,143
Eric Swalwell,Joe Biden,John Hickenlooper,142
Andrew Yang,Julián Castro,Tim Ryan,142
Amy Klobuchar,John Delaney,Steve Bullock,142
Andrew Yang,Beto O'Rourke,Michael Bennet,142
Bernie Sanders,John Delaney,Kamala Harris,141
John Hickenlooper,Kamala Harris,Tulsi Gabbard,141
Marianne Williamson,Michael Bennet,Seth Moulton,141
Beto O'Rourke,Steve Bullock,Tim Ryan,141
Marianne Williamson,Pete Buttigieg,Steve Bullock,141
Amy Klobuchar,Elizabeth Warren,Mike Gravel,141
Eric Swalwell,John Hickenlooper,Seth Moulton,141
Jay Inslee,Kamala Harris,Mike Gravel,141
Joe Biden,John Delaney,Michael Bennet,140
Bernie Sanders,Jay Inslee,John Delaney,140
Andrew Yang,Cory Booker,Tim Ryan,140
Eric Swalwell,John Delaney,Pete Buttigieg,140
John Hickenlooper,Seth Moulton,Steve Bullock,140
Julián Castro,Marianne Williamson,Steve Bullock,139
Elizabeth Warren,John Delaney,Michael Bennet,139
Eric Swalwell,Steve Bullock,Tim Ryan,139
Julián Castro,Marianne Williamson,Tim Ryan,139
Cory Booker,Eric Swalwell,John Delaney,139
Kamala Harris,Kirsten Gillibrand,Mike Gravel,138
Eric Swalwell,John Hickenlooper,Steve Bullock,138
Andrew Yang,Kamala Harris,Steve Bullock,138
Kamala Harris,Marianne Williamson,Steve Bullock,138
Elizabeth Warren,Tim Ryan,Tulsi Gabbard,138
Amy Klobuchar,Steve Bullock,Tulsi Gabbard,138
John Hickenlooper,Kamala Harris,Seth Moulton,138
Marianne Williamson,Pete Buttigieg,Tim Ryan,138
Kamala Harris,Steve Bullock,Tulsi Gabbard,138
Bernie Sanders,Bill de Blasio,Kamala Harris,138
Amy Klobuchar,Eric Swalwell,John Delaney,138
Andrew Yang,Cory Booker,Steve Bullock,137
John Delaney,Pete Buttigieg,Steve Bullock,137
Jay Inslee,Joe Biden,Tulsi Gabbard,137
Kamala Harris,Marianne Williamson,Tim Ryan,136
John Delaney,John Hickenlooper,Michael Bennet,136
Andrew Yang,John Delaney,Julián Castro,136
John Delaney,John Hickenlooper,Julián Castro,136
Cory Booker,Mike Gravel,Pete Buttigieg,136
Eric Swalwell,Joe Biden,Marianne Williamson,135
Pete Buttigieg,Tim Ryan,Tulsi Gabbard,135
Marianne Williamson,Pete Buttigieg,Seth Moulton,135
Bill de Blasio,Jay Inslee,Julián Castro,134
Bernie Sanders,Seth Moulton,Steve Bullock,134
Cory Booker,John Delaney,John Hickenlooper,134
Eric Swalwell,John Hickenlooper,Tim Ryan,134
John Hickenlooper,Kirsten Gillibrand,Tulsi Gabbard,134
Cory Booker,John Hickenlooper,Tim Ryan,133
Cory Booker,John Hickenlooper,Tulsi Gabbard,133
Beto O'Rourke,John Hickenlooper,Steve Bullock,133
Bernie Sanders,Marianne Williamson,Seth Moulton,133
Elizabeth Warren,Eric Swalwell,John Delaney,132
Cory Booker,Marianne Williamson,Steve Bullock,132
Kirsten Gillibrand,Marianne Williamson,Steve Bullock,132
Kamala Harris,Marianne Williamson,Seth Moulton,132
John Delaney,Kamala Harris,Michael Bennet,132
Eric Swalwell,John Delaney,Kirsten Gillibrand,132
Joe Biden,John Hickenlooper,Seth Moulton,132
Jay Inslee,John Delaney,Tim Ryan,131
Julián Castro,Steve Bullock,Tulsi Gabbard,131
Seth Moulton,Steve Bullock,Tim Ryan,130
Andrew Yang,Kamala Harris,Seth Moulton,130
Elizabeth Warren,Seth Moulton,Tulsi Gabbard,130
Elizabeth Warren,Kamala Harris,Wayne Messam,130
Julián Castro,Marianne Williamson,Mike Gravel,130
Kamala Harris,Seth Moulton,Tim Ryan,130
Bernie Sanders,John Hickenlooper,Tulsi Gabbard,129
Bernie Sanders,John Delaney,Julián Castro,129
John Delaney,Pete Buttigieg,Tulsi Gabbard,129
Amy Klobuchar,Andrew Yang,John Delaney,129
John Delaney,Kirsten Gillibrand,Michael Bennet,129
Andrew Yang,John Hickenlooper,Kirsten Gillibrand,129
Bernie Sanders,Cory Booker,John Delaney,129
Andrew Yang,Cory Booker,Seth Moulton,129
Bernie Sanders,Elizabeth Warren,Wayne Messam,128
Cory Booker,Steve Bullock,Tulsi Gabbard,128
Jay Inslee,Tim Ryan,Tulsi Gabbard,128
Andrew Yang,Michael Bennet,Steve Bullock,128
John Delaney,John Hickenlooper,Kirsten Gillibrand,127
Beto O'Rourke,John Delaney,Kirsten Gillibrand,127
Andrew Yang,Jay Inslee,John Delaney,126
Amy Klobuchar,Andrew Yang,Steve Bullock,126
Kirsten Gillibrand,Steve Bullock,Tim Ryan,125
Jay Inslee,John Delaney,Steve Bullock,125
Eric Swalwell,John Delaney,Michael Bennet,125
Jay Inslee,John Hickenlooper,Marianne Williamson,125
John Hickenlooper,Kirsten Gillibrand,Tim Ryan,125
Jay Inslee,Seth Moulton,Tulsi Gabbard,125
Beto O'Rourke,Eric Swalwell,Marianne Williamson,125
Andrew Yang,Kirsten Gillibrand,Mike Gravel,125
Bernie Sanders,Seth Moulton,Tulsi Gabbard,125
Eric Swalwell,John Delaney,Kamala Harris,124
Bill de Blasio,Elizabeth Warren,Kirsten Gillibrand,123
Bill de Blasio,Jay Inslee,Kamala Harris,123
Andrew Yang,Elizabeth Warren,John Delaney,123
Elizabeth Warren,Jay Inslee,Wayne Messam,123
Cory Booker,Kirsten Gillibrand,Mike Gravel,123
John Hickenlooper,Kamala Harris,Tim Ryan,123
Cory Booker,Marianne Williamson,Tim Ryan,123
Bill de Blasio,Jay Inslee,Pete Buttigieg,122
Bill de Blasio,Kamala Harris,Kirsten Gillibrand,122
Joe Biden,John Delaney,Kirsten Gillibrand,122
Beto O'Rourke,John Hickenlooper,Seth Moulton,122
John Delaney,Julián Castro,Tulsi Gabbard,122
Andrew Yang,Eric Swalwell,Joe Biden,122
Bernie Sanders,Bill de Blasio,Pete Buttigieg,121
Amy Klobuchar,Bernie Sanders,John Delaney,121
Andrew Yang,Kamala Harris,Tim Ryan,121
Cory Booker,Kamala Harris,Mike Gravel,121
Bill de Blasio,Cory Booker,Jay Inslee,121
Kirsten Gillibrand,Marianne Williamson,Tim Ryan,120
Elizabeth Warren,John Delaney,John Hickenlooper,120
Bernie Sanders,Marianne Williamson,Steve Bullock,120
Andrew Yang,Bernie Sanders,Tim Ryan,120
Amy Klobuchar,Bill de Blasio,Kamala Harris,119
Elizabeth Warren,Pete Buttigieg,Wayne Messam,119
Andrew Yang,John Delaney,Tulsi Gabbard,119
Bernie Sanders,Michael Bennet,Tim Ryan,119
Julián Castro,Tim Ryan,Tulsi Gabbard,119
Elizabeth Warren,John Hickenlooper,Tim Ryan,119
Kirsten Gillibrand,Marianne Williamson,Mike Gravel,119
Amy Klobuchar,Bill de Blasio,Elizabeth Warren,119
Andrew Yang,Bernie Sanders,Seth Moulton,118
Joe Biden,Seth Moulton,Tim Ryan,118
Elizabeth Warren,John Hickenlooper,Marianne Williamson,118
Andrew Yang,John Hickenlooper,Michael Bennet,118
Jay Inslee,John Delaney,Tulsi Gabbard,118
Amy Klobuchar,Andrew Yang,Tim Ryan,118
Cory Booker,Jay Inslee,Mike Gravel,117
Andrew Yang,Kirsten Gillibrand,Seth Moulton,117
Amy Klobuchar,Marianne Williamson,Seth Moulton,117
Julián Castro,Kamala Harris,Wayne Messam,117
John Delaney,John Hickenlooper,Kamala Harris,117
John Delaney,Julián Castro,Steve Bullock,116
Bernie Sanders,Bill de Blasio,Cory Booker,116
Kirsten Gillibrand,Steve Bullock,Tulsi Gabbard,116
Andrew Yang,Beto O'Rourke,John Hickenlooper,116
Pete Buttigieg,Seth Moulton,Tulsi Gabbard,116
Amy Klobuchar,John Delaney,Tulsi Gabbard,116
Andrew Yang,Cory Booker,John Delaney,116
Andrew Yang,Bernie Sanders,John Hickenlooper,115
Bernie Sanders,Bill de Blasio,Julián Castro,115
Kamala Harris,Tim Ryan,Tulsi Gabbard,115
Amy Klobuchar,Andrew Yang,Seth Moulton,115
John Hickenlooper,Marianne Williamson,Pete Buttigieg,114
Amy Klobuchar,John Delaney,Tim Ryan,114
Marianne Williamson,Michael Bennet,Steve Bullock,114
Bernie Sanders,Beto O'Rourke,John Delaney,114
John Hickenlooper,Steve Bullock,Tim Ryan,114
Beto O'Rourke,Seth Moulton,Tim Ryan,113
Beto O'Rourke,Bill de Blasio,Elizabeth Warren,113
John Delaney,Julián Castro,Tim Ryan,113
Amy Klobuchar,Bill de Blasio,Pete Buttigieg,112
Eric Swalwell,John Delaney,Tim Ryan,112
Elizabeth Warren,John Delaney,Tulsi Gabbard,111
Eric Swalwell,Michael Bennet,Tulsi Gabbard,111
Amy Klobuchar,Marianne Williamson,Steve Bullock,111
Beto O'Rourke,John Delaney,Michael Bennet,111
Andrew Yang,John Delaney,Kamala Harris,111
Andrew Yang,Bernie Sanders,Steve Bullock,111
Cory Booker,Tim Ryan,Tulsi Gabbard,111
Andrew Yang,Michael Bennet,Seth Moulton,111
John Delaney,Pete Buttigieg,Tim Ryan,111
Kirsten Gillibrand,Tim Ryan,Tulsi Gabbard,111
Eric Swalwell,John Delaney,John Hickenlooper,111
Julián Castro,Seth Moulton,Tulsi Gabbard,111
John Hickenlooper,Julián Castro,Marianne Williamson,110
Amy Klobuchar,John Hickenlooper,Marianne Williamson,110
Andrew Yang,Michael Bennet,Tulsi Gabbard,110
Amy Klobuchar,Tim Ryan,Tulsi Gabbard,110
Beto O'Rourke,Michael Bennet,Tulsi Gabbard,110
John Delaney,John Hickenlooper,Tim Ryan,110
John Delaney,Kirsten Gillibrand,Tulsi Gabbard,110
Bernie Sanders,John Delaney,Kirsten Gillibrand,110
Amy Klobuchar,Bill de Blasio,Cory Booker,110
Amy Klobuchar,Bernie Sanders,Mike Gravel,109
John Delaney,Kamala Harris,Tulsi Gabbard,109
John Hickenlooper,Kamala Harris,Marianne Williamson,109
Cory Booker,Elizabeth Warren,Wayne Messam,108
Andrew Yang,Kirsten Gillibrand,Steve Bullock,108
John Hickenlooper,Seth Moulton,Tim Ryan,108
John Hickenlooper,Kirsten Gillibrand,Marianne Williamson,108
Bernie Sanders,Eric Swalwell,Tim Ryan,108
Kamala Harris,Mike Gravel,Tulsi Gabbard,107
Eric Swalwell,Marianne Williamson,Seth Moulton,107
Cory Booker,John Delaney,Steve Bullock,107
Bill de Blasio,Julián Castro,Kirsten Gillibrand,107
Bill de Blasio,Cory Booker,Kirsten Gillibrand,107
Amy Klobuchar,Seth Moulton,Tulsi Gabbard,107
Andrew Yang,Kirsten Gillibrand,Tim Ryan,107
Amy Klobuchar,Mike Gravel,Pete Buttigieg,107
Amy Klobuchar,Bill de Blasio,Julián Castro,107
Cory Booker,John Hickenlooper,Marianne Williamson,107
Bill de Blasio,Joe Biden,Kamala Harris,106
John Delaney,Michael Bennet,Tim Ryan,106
John Delaney,Pete Buttigieg,Seth Moulton,106
Andrew Yang,John Hickenlooper,Tulsi Gabbard,106
Michael Bennet,Steve Bullock,Tulsi Gabbard,105
Andrew Yang,Joe Biden,Tulsi Gabbard,105
Julián Castro,Pete Buttigieg,Wayne Messam,104
Beto O'Rourke,Eric Swalwell,Tulsi Gabbard,104
Elizabeth Warren,John Delaney,Steve Bullock,104
Bill de Blasio,Kirsten Gillibrand,Pete Buttigieg,104
Andrew Yang,Kamala Harris,Mike Gravel,104
John Delaney,John Hickenlooper,Steve Bullock,104
Cory Booker,Julián Castro,Wayne Messam,104
Bill de Blasio,Elizabeth Warren,Tulsi Gabbard,104
Elizabeth Warren,Kirsten Gillibrand,Wayne Messam,103
Beto O'Rourke,John Hickenlooper,Tulsi Gabbard,103
Andrew Yang,Eric Swalwell,Tulsi Gabbard,103
Jay Inslee,Julián Castro,Wayne Messam,102
Beto O'Rourke,Bill de Blasio,Kamala Harris,102
Jay Inslee,John Delaney,Seth Moulton,102
Bill de Blasio,Jay Inslee,Kirsten Gillibrand,102
Beto O'Rourke,Tim Ryan,Tulsi Gabbard,102
Eric Swalwell,Joe Biden,John Delaney,102
Bill de Blasio,Elizabeth Warren,Joe Biden,102
John Delaney,Kirsten Gillibrand,Tim Ryan,102
Beto O'Rourke,John Hickenlooper,Tim Ryan,102
Cory Booker,Kamala Harris,Wayne Messam,101
Bernie Sanders,John Delaney,Tulsi Gabbard,101
Bernie Sanders,Bill de Blasio,Jay Inslee,101
Cory Booker,John Delaney,Tim Ryan,101
Cory Booker,John Delaney,Tulsi Gabbard,101
Joe Biden,John Hickenlooper,Tim Ryan,100
Kirsten Gillibrand,Seth Moulton,Tulsi Gabbard,100
Elizabeth Warren,Eric Swalwell,Mike Gravel,100
Andrew Yang,Marianne Williamson,Michael Bennet,100
Amy Klobuchar,Kirsten Gillibrand,Mike Gravel,100
Andrew Yang,Bernie Sanders,John Delaney,100
Amy Klobuchar,John Delaney,Seth Moulton,100
Amy Klobuchar,Julián Castro,Mike Gravel,100
Beto O'Rourke,Eric Swalwell,John Delaney,99
Bernie Sanders,John Hickenlooper,Steve Bullock,99
Andrew Yang,Beto O'Rourke,Seth Moulton,99
John Delaney,Julián Castro,Marianne Williamson,99
Andrew Yang,Eric Swalwell,Seth Moulton,99
Eric Swalwell,John Delaney,Steve Bullock,98
Jay Inslee,Mike Gravel,Steve Bullock,98
Andrew Yang,Cory Booker,Mike Gravel,98
Andrew Yang,Tim Ryan,Tulsi Gabbard,98
Andrew Yang,Eric Swalwell,Tim Ryan,97
Bernie Sanders,Eric Swalwell,John Hickenlooper,97
Andrew Yang,Bill de Blasio,Elizabeth Warren,97
John Delaney,Marianne Williamson,Pete Buttigieg,97
Andrew Yang,John Delaney,Kirsten Gillibrand,96
Beto O'Rourke,Bill de Blasio,Pete Buttigieg,96
Kamala Harris,Seth Moulton,Tulsi Gabbard,96
Kamala Harris,Pete Buttigieg,Wayne Messam,96
Amy Klobuchar,Jay Inslee,Mike Gravel,96
Andrew Yang,Eric Swalwell,Marianne Williamson,96
Beto O'Rourke,Julián Castro,Mike Gravel,96
John Delaney,Michael Bennet,Seth Moulton,96
Beto O'Rourke,John Delaney,John Hickenlooper,96
Andrew Yang,Marianne Williamson,Tim Ryan,96
Bernie Sanders,Steve Bullock,Tim Ryan,96
Andrew Yang,Beto O'Rourke,John Delaney,95
Andrew Yang,Michael Bennet,Tim Ryan,95
Cory Booker,Mike Gravel,Tulsi Gabbard,95
Jay Inslee,John Delaney,Marianne Williamson,95
John Hickenlooper,Marianne Williamson,Michael Bennet,95
Amy Klobuchar,Marianne Williamson,Tim Ryan,95
Joe Biden,John Delaney,Steve Bullock,95
Joe Biden,John Delaney,John Hickenlooper,95
Andrew Yang,John Delaney,John Hickenlooper,94
Marianne Williamson,Michael Bennet,Tulsi Gabbard,94
Marianne Williamson,Michael Bennet,Tim Ryan,94
Elizabeth Warren,John Delaney,Marianne Williamson,94
Eric Swalwell,Jay Inslee,Mike Gravel,94
Cory Booker,Seth Moulton,Tulsi Gabbard,94
Andrew Yang,Beto O'Rourke,Tim Ryan,94
John Delaney,Julián Castro,Seth Moulton,94
John Delaney,Kirsten Gillibrand,Marianne Williamson,94
Eric Swalwell,Julián Castro,Mike Gravel,93
Beto O'Rourke,Marianne Williamson,Tim Ryan,93
Bernie Sanders,Bill de Blasio,Tulsi Gabbard,93
Julián Castro,Kirsten Gillibrand,Wayne Messam,93
John Hickenlooper,Michael Bennet,Tulsi Gabbard,93
Andrew Yang,Beto O'Rourke,Steve Bullock,92
Beto O'Rourke,Steve Bullock,Tulsi Gabbard,92
Beto O'Rourke,Marianne Williamson,Seth Moulton,92
Bill de Blasio,Joe Biden,Pete Buttigieg,92
Bernie Sanders,John Hickenlooper,Marianne Williamson,92
Andrew Yang,Eric Swalwell,John Hickenlooper,92
Joe Biden,Michael Bennet,Tulsi Gabbard,91
Bernie Sanders,Mike Gravel,Seth Moulton,91
Marianne Williamson,Tim Ryan,Tulsi Gabbard,91
John Delaney,John Hickenlooper,Tulsi Gabbard,91
Andrew Yang,Beto O'Rourke,Mike Gravel,90
Eric Swalwell,Marianne Williamson,Tulsi Gabbard,90
Beto O'Rourke,Mike Gravel,Tulsi Gabbard,90
Andrew Yang,Eric Swalwell,Steve Bullock,90
Andrew Yang,Joe Biden,John Hickenlooper,90
Eric Swalwell,Tim Ryan,Tulsi Gabbard,90
John Delaney,Steve Bullock,Tim Ryan,89
John Delaney,Kirsten Gillibrand,Seth Moulton,89
Jay Inslee,Kamala Harris,Wayne Messam,89
John Delaney,Marianne Williamson,Tulsi Gabbard,89
John Hickenlooper,Steve Bullock,Tulsi Gabbard,88
Beto O'Rourke,Marianne Williamson,Steve Bullock,88
Beto O'Rourke,John Hickenlooper,Marianne Williamson,88
Beto O'Rourke,Kamala Harris,Mike Gravel,88
Jay Inslee,Mike Gravel,Seth Moulton,88
Elizabeth Warren,John Delaney,Tim Ryan,88
John Delaney,Kirsten Gillibrand,Steve Bullock,88
Elizabeth Warren,Mike Gravel,Steve Bullock,87
Andrew Yang,Joe Biden,Seth Moulton,87
Amy Klobuchar,Kamala Harris,Mike Gravel,87
Beto O'Rourke,Jay Inslee,Mike Gravel,87
Beto O'Rourke,John Delaney,Tulsi Gabbard,87
Bernie Sanders,Joe Biden,John Delaney,87
Beto O'Rourke,Bill de Blasio,Julián Castro,87
Cory Booker,John Delaney,Seth Moulton,87
Eric Swalwell,John Hickenlooper,Tulsi Gabbard,87
Amy Klobuchar,Julián Castro,Wayne Messam,87
Jay Inslee,Pete Buttigieg,Wayne Messam,86
Eric Swalwell,Marianne Williamson,Tim Ryan,86
John Delaney,Seth Moulton,Tim Ryan,86
Andrew Yang,Joe Biden,Marianne Williamson,86
Amy Klobuchar,Elizabeth Warren,Wayne Messam,86
Kamala Harris,Kirsten Gillibrand,Wayne Messam,86
Michael Bennet,Seth Moulton,Tulsi Gabbard,86
Andrew Yang,John Hickenlooper,Tim Ryan,86
Jay Inslee,Michael Bennet,Mike Gravel,86
John Delaney,Kamala Harris,Tim Ryan,86
Amy Klobuchar,Cory Booker,Mike Gravel,86
Bernie Sanders,Seth Moulton,Tim Ryan,85
Amy Klobuchar,John Delaney,Marianne Williamson,85
John Delaney,Seth Moulton,Steve Bullock,85
John Hickenlooper,Tim Ryan,Tulsi Gabbard,85
Andrew Yang,Joe Biden,Steve Bullock,85
John Delaney,Kamala Harris,Marianne Williamson,84
Eric Swalwell,John Delaney,Seth Moulton,84
Beto O'Rourke,Bill de Blasio,Cory Booker,84
Elizabeth Warren,Mike Gravel,Seth Moulton,84
Andrew Yang,John Delaney,Marianne Williamson,84
Andrew Yang,Steve Bullock,Tulsi Gabbard,84
Bill de Blasio,Cory Booker,Joe Biden,84
Jay Inslee,Kirsten Gillibrand,Wayne Messam,84
Kamala Harris,Marianne Williamson,Mike Gravel,84
Bill de Blasio,Kamala Harris,Tulsi Gabbard,83
Bill de Blasio,Julián Castro,Tulsi Gabbard,83
Cory Booker,Pete Buttigieg,Wayne Messam,83
Andrew Yang,Bernie Sanders,Bill de Blasio,83
Bernie Sanders,Eric Swalwell,Mike Gravel,83
John Delaney,John Hickenlooper,Seth Moulton,83
Andrew Yang,John Hickenlooper,Marianne Williamson,83
Elizabeth Warren,John Delaney,Seth Moulton,83
Andrew Yang,Seth Moulton,Tim Ryan,83
Andrew Yang,Joe Biden,Tim Ryan,83
Bernie Sanders,Tulsi Gabbard,Wayne Messam,83
Bernie Sanders,Bill de Blasio,Kirsten Gillibrand,83
Cory Booker,John Delaney,Marianne Williamson,82
Bernie Sanders,Michael Bennet,Mike Gravel,82
Eric Swalwell,Joe Biden,Tulsi Gabbard,82
Andrew Yang,Eric Swalwell,John Delaney,82
Beto O'Rourke,John Delaney,Tim Ryan,82
Andrew Yang,John Delaney,Tim Ryan,82
Bernie Sanders,Beto O'Rourke,Bill de Blasio,81
John Delaney,Kamala Harris,Steve Bullock,81
Andrew Yang,Joe Biden,John Delaney,81
Beto O'Rourke,John Delaney,Steve Bullock,81
Andrew Yang,Seth Moulton,Steve Bullock,81
Bill de Blasio,Joe Biden,Julián Castro,81
Bernie Sanders,Jay Inslee,Wayne Messam,81
Eric Swalwell,Marianne Williamson,Steve Bullock,81
Bernie Sanders,John Delaney,Michael Bennet,81
Bernie Sanders,Pete Buttigieg,Wayne Messam,80
Cory Booker,Marianne Williamson,Mike Gravel,80
Amy Klobuchar,Kamala Harris,Wayne Messam,80
Bernie Sanders,Julián Castro,Wayne Messam,80
Joe Biden,Marianne Williamson,Steve Bullock,80
Amy Klobuchar,Bill de Blasio,Jay Inslee,80
Beto O'Rourke,Bill de Blasio,Joe Biden,80
Michael Bennet,Tim Ryan,Tulsi Gabbard,80
John Delaney,Tim Ryan,Tulsi Gabbard,79
Bernie Sanders,Mike Gravel,Steve Bullock,79
Eric Swalwell,Kirsten Gillibrand,Mike Gravel,79
John Hickenlooper,Marianne Williamson,Tulsi Gabbard,78
Andrew Yang,John Delaney,Michael Bennet,78
Bernie Sanders,John Delaney,John Hickenlooper,78
Joe Biden,John Delaney,Tim Ryan,78
Joe Biden,Marianne Williamson,Tulsi Gabbard,77
Amy Klobuchar,Cory Booker,Wayne Messam,77
Eric Swalwell,Steve Bullock,Tulsi Gabbard,77
Andrew Yang,John Hickenlooper,Steve Bullock,76
Andrew Yang,Elizabeth Warren,Wayne Messam,76
Elizabeth Warren,Michael Bennet,Mike Gravel,76
Eric Swalwell,Seth Moulton,Tulsi Gabbard,76
Eric Swalwell,Mike Gravel,Pete Buttigieg,76
Elizabeth Warren,Tulsi Gabbard,Wayne Messam,76
Beto O'Rourke,Seth Moulton,Tulsi Gabbard,76
Joe Biden,John Delaney,Seth Moulton,75
Amy Klobuchar,Mike Gravel,Tulsi Gabbard,75
Eric Swalwell,John Hickenlooper,Marianne Williamson,75
Bernie Sanders,Kamala Harris,Wayne Messam,75
Andrew Yang,Bill de Blasio,Julián Castro,75
Eric Swalwell,John Delaney,Tulsi Gabbard,75
Kirsten Gillibrand,Pete Buttigieg,Wayne Messam,74
Bill de Blasio,Cory Booker,Tulsi Gabbard,74
Andrew Yang,Bill de Blasio,Pete Buttigieg,74
Marianne Williamson,Seth Moulton,Tim Ryan,74
Bernie Sanders,John Hickenlooper,Seth Moulton,74
Andrew Yang,Bill de Blasio,Kamala Harris,74
Cory Booker,Kirsten Gillibrand,Wayne Messam,74
Amy Klobuchar,Bill de Blasio,Kirsten Gillibrand,74
Bernie Sanders,Mike Gravel,Wayne Messam,73
Joe Biden,Steve Bullock,Tulsi Gabbard,73
Seth Moulton,Steve Bullock,Tulsi Gabbard,73
Joe Biden,Marianne Williamson,Seth Moulton,73
Beto O'Rourke,Elizabeth Warren,Wayne Messam,73
John Delaney,Kamala Harris,Seth Moulton,73
Bill de Blasio,Elizabeth Warren,Michael Bennet,73
Eric Swalwell,John Delaney,Marianne Williamson,73
Amy Klobuchar,Pete Buttigieg,Wayne Messam,73
Joe Biden,John Hickenlooper,Tulsi Gabbard,73
Bill de Blasio,Jay Inslee,Tulsi Gabbard,73
Marianne Williamson,Seth Moulton,Steve Bullock,72
Elizabeth Warren,Marianne Williamson,Wayne Messam,72
Seth Moulton,Tim Ryan,Tulsi Gabbard,72
Elizabeth Warren,Joe Biden,Mike Gravel,72
Joe Biden,Marianne Williamson,Tim Ryan,72
Beto O'Rourke,Bill de Blasio,Jay Inslee,72
John Delaney,Michael Bennet,Tulsi Gabbard,72
Beto O'Rourke,Cory Booker,Mike Gravel,72
Bernie Sanders,Eric Swalwell,John Delaney,72
Cory Booker,Jay Inslee,Wayne Messam,72
